modules/quantity,modules/capacity_gb,metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/series,metadata/variant,speed,ram_type,form_factor,capacity,color/0,color/1,cas_latency,voltage,ecc,registered,heat_spreader,rgb,timings,metadata/last_manually_spec_verified_at,height,metadata/part_numbers/1,metadata/part_numbers/2,metadata/releaseYear,metadata/part_numbers/3,metadata/part_number,profile_support/0,profile_support/1
4,24,Corsair Vengeance RGB Black DDR5-6000 CL40 96GB (4x24GB),Corsair,CMH96GX5M4B5600C40,Vengeance,6000 CL40,6000,DDR5,288-pin DIMM,96,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
1,32,Kingston Server Premier Registered DDR4-3200 CL22 32GB (1x32GB),Kingston,KSM32RS4,Server,3200 CL22,3200,DDR4,288-pin DIMM,32,,,22,,Non-ECC,Unbuffered,FALSE,FALSE,,,,32MFR,KSM32RS4/32MFR,,,,,
2,8,OLOy DDR4 RAM 16GB (2x8GB) 3200 MHz CL16 1.35V 288-Pin Desktop Gaming UDIMM Black,OLOy,MD4U0832160BJ0DA,DDR4,3200 CL16 ,3200,DDR4,288-pin DIMM,16,BLACK,,16,1.35,Non-ECC,Unbuffered,TRUE,,16-20-20-38,2025-11-30T16:32:00.302Z,38.862,,,2020,,,,
1,4,G.Skill Value DDR3-1600 CL11 4GB (1x4GB),G.SKILL,F3-1600C11S-4GNT,Value,1600 CL11,1600,DDR3,240-pin DIMM,4,GREEN,,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,8,Corsair Vengeance RGB Pro DDR4-2933 CL16 16GB (2x8GB),Corsair,CMW16GX4M2Z2933C16,Vengeance,2933 CL16,2933,DDR4,288-pin DIMM,16,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-36,,,,,,,,,
1,32,Crucial CT32G56C46S5 Black SODIMM DDR5-5600 CL46 32GB (1x32GB),Crucial,CT32G56C46S5,CT32G56C46S5,5600 CL46,5600,DDR5,262-pin SO-DIMM,32,BLACK,,46,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,24,G.Skill Ripjaws S5 Black DDR5-5200 CL40 48GB (2x24GB),G.SKILL,F5-5200J4040A24GX2-RS5K,Ripjaws,5200 CL40,5200,DDR5,288-pin DIMM,48,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-83,,,,,,,,,
2,16,GeIL Polaris RGB Black DDR5-6000 CL38 32GB (2x16GB),GeIL,GOSG532GB6000C38ADC,Polaris,6000 CL38,6000,DDR5,288-pin DIMM,32,BLACK,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-40-40-82,,,,,,,,,
2,16,TEAMGROUP T-Force Delta RGB Black DDR5-6400 CL32 32GB (2x16GB),TEAMGROUP,FF3D532G6400HC32ADC01,T-Force,6400 CL32,6400,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-84,,,,,,,,,
2,16,ADATA XPG SPECTRIX D50 White DDR4-4133 CL19 32GB (2x16GB),ADATA,AX4U413316G19J-DW50,XPG,4133 CL19,4133,DDR4,288-pin DIMM,32,WHITE,,19,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,32,Crucial Pro Black DDR5-6000 CL40 64GB (2x32GB),Crucial,CP2K32G60C40U5B,Pro,6000 CL40,6000,DDR5,288-pin DIMM,64,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-80,,,,,,,,,
2,24,G.Skill Ripjaws M5 RGB DDR5-6000 CL30 48GB (2x24GB) Black,G.SKILL,F5-6000J3036F24GX2-RM5RK,Ripjaws,M5 RGB,6000,DDR5,288-pin DIMM,48,BLACK,,30,1.35,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-96,2025-09-20T13:11:42.177Z,,,,,,,,
4,32,G.Skill Trident Z RGB Black DDR4-4000 CL18 128GB (4x32GB),G.SKILL,F4-4000C18Q-128GTZR,Trident,4000 CL18,4000,DDR4,288-pin DIMM,128,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
2,16,Corsair Dominator Titanium DDR5-6600 CL32 32GB (2x16GB),Corsair,CMP32GX5M2X6600C32W,Dominator,6600 CL32,6600,DDR5,288-pin DIMM,32,WHITE,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-76,,,,,,,,,
2,16,G.Skill Trident Z5 Neo RGB DDR5-6400 CL32 32GB (2x16GB),G.SKILL,F5-6400J3239G16GX2-TZ5NR,Trident,6400 CL32,6400,DDR5,288-pin DIMM,32,,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,,,IN-ACT-PAMGSKDR50080,,,,,,
2,16,G.Skill Ripjaws S5 White DDR5-5600 CL36 32GB (2x16GB),G.SKILL,F5-5600J3636C16GX2-RS5W,Ripjaws,5600 CL36,5600,DDR5,288-pin DIMM,32,WHITE,,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-36-36-89,,,,,,,,,
2,16,Corsair Vengeance RGB Pro SL Black DDR4-4000 CL18 32GB (2x16GB),Corsair,CMH32GX4M2K4000C18,Vengeance,4000 CL18,4000,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
1,64,Crucial CT64G56C46U5 Black DDR5-5600 CL46 64GB (1x64GB),Crucial,CT64G56C46U5,CT64G56C46U5,5600 CL46,5600,DDR5,288-pin DIMM,64,BLACK,,46,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,8,TEAMGROUP T-Force Delta RGB White DDR4-3600 CL18 8GB (1x8GB) WHITE,TEAMGROUP,TF4D48G3600HC18J01,T-Force,3600 CL18,3600,DDR4,288-pin DIMM,8,WHITE,,18,1.35,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,2025-09-22T21:40:31.174Z,,,,,,,,
1,16,Kingston FURY Beast RGB Black DDR5-6000 CL30 16GB (1x16GB),Kingston,KF560C30BBA-16,FURY,6000 CL30,6000,DDR5,288-pin DIMM,16,BLACK,,30,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,8,PNY Performance Black DDR4-3200 CL22 8GB (1x8GB),PNY,MD8GSD43200-TB,Performance,3200 CL22,3200,DDR4,288-pin DIMM,8,BLACK,,22,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,32,Corsair Dominator Platinum RGB Black DDR5-5200 CL40 64GB (2x32GB),Corsair,CMT64GX5M2X5200C40,Dominator,5200 CL40,5200,DDR5,288-pin DIMM,64,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith 6000MHz CL30 White,Silicon Power,SU032GXLWU60AFDGSW,XPOWER Zenith,6000 CL30,6000,DDR5,288-pin DIMM,32,WHITE,,30,1.35,Non-ECC,Unbuffered,TRUE,,30-38-38-96,2025-11-13T19:04:32.357Z,38.6,,,,,,,
1,16,TEAMGROUP Elite Black SODIMM DDR5-5600 CL46 16GB (1x16GB),TEAMGROUP,TED516G5600C46-S01,Elite,5600 CL46,5600,DDR5,262-pin SO-DIMM,16,BLACK,,46,,Non-ECC,Unbuffered,FALSE,FALSE,46-46-46-90,,,ELITE SO-DIMM,,,,,,
1,4,TEAMGROUP TED34096M1600HC11 DDR3-1600 CL11 4GB (1x4GB),TEAMGROUP,TED34096M1600HC11,TED34096M1600HC11,1600 CL11,1600,DDR3,240-pin DIMM,4,,,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,Corsair Vengeance RGB Pro SL Black DDR4-3600 CL18 32GB (2x16GB),Corsair,CMH32GX4M2D3600C18,Vengeance,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
2,32,G.Skill Ripjaws S5 Black DDR5-5600 CL46 64GB (2x32GB),G.SKILL,F5-5600J4645A32GX2-RS5K,Ripjaws,5600 CL46,5600,DDR5,288-pin DIMM,64,BLACK,,46,,Non-ECC,Unbuffered,TRUE,FALSE,46-45-45-89,,,,,,,,,
1,8,Kingston ValueRAM Green / Black DDR4-2666 CL19 8GB (1x8GB),Kingston,KVR26N19S8,ValueRAM,2666 CL19,2666,DDR4,288-pin DIMM,8,GREEN,BLACK,19,,Non-ECC,Unbuffered,FALSE,FALSE,,,,8,KVR26N19S8/8,,,,,
1,16,ADATA XPG Lancer Blade Black DDR5-5600 CL46 16GB (1x16GB),ADATA,AX5U5600C4616G-SLABBK,XPG,5600 CL46,5600,DDR5,288-pin DIMM,16,BLACK,,46,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
4,8,Corsair Vengeance RGB Pro Black DDR4-3600 CL18 32GB (4x8GB),Corsair,CMW32GX4M4C3600C18,Vengeance,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-19-19-39,,,,,,,,,
2,16,ADATA XPG LANCER NEON RGB DDR5-6000 CL30 32GB (2x16GB),ADATA,AX5U6000C3016G-DCLANRSG,XPG,6000 CL30,6000,DDR5,288-pin DIMM,32,BLACK,,30,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,Patriot Viper Elite II Red / Black DDR4-4000 CL20 16GB (2x8GB),Patriot,PVE2416G400C0K,Viper,4000 CL20,4000,DDR4,288-pin DIMM,16,RED,BLACK,20,,Non-ECC,Unbuffered,TRUE,FALSE,20-26-26-46,,,16010187,,,,,,
2,16,Crucial Ballistix Sport LT Silver / Black DDR4-3200 CL16 32GB (2x16GB),Crucial,BLS2K16G4D32AESB,Ballistix,3200 CL16,3200,DDR4,288-pin DIMM,32,GREY,BLACK,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,4,PNY MD8192KD3-2133-X10 Black / Silver DDR3-2133 CL10 8GB (2x4GB),PNY,MD8192KD3-2133-X10,MD8192KD3-2133-X10,2133 CL10,2133,DDR3,240-pin DIMM,8,BLACK,GREY,10,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6000MHz CL36 BLACK,Silicon Power,SP032GXLWU60FFDF,XPOWER Zenith RGB,CL36 6000,6000,DDR5,288-pin DIMM,32,BLACK,,36,1.35,Non-ECC,Unbuffered,TRUE,TRUE,36-46-46-86,2025-11-13T19:16:35.091Z,38.5,,,,,,,
1,4,SK Hynix HMT351U7BFR8A-H9 Blue / Black DDR3-1333 CL9 4GB (1x4GB),SK Hynix,HMT351U7BFR8A-H9,HMT351U7BFR8A-H9,1333 CL9,1333,DDR3,240-pin DIMM,4,BLUE,BLACK,9,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,G.Skill Trident Z White / Black DDR5-6400 CL32 32GB (2x16GB),G.SKILL,F5-6400J3239G16GX2-TZ5S,Trident,6400 CL32,6400,DDR5,288-pin DIMM,32,WHITE,BLACK,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-102,,,190429,,,,,,
1,8,Acer UD100 Black DDR4-2666 CL19 8GB (1x8GB),Acer,BL.9BWWA.221,UD100,2666 CL19,2666,DDR4,288-pin DIMM,8,BLACK,,19,,Non-ECC,Unbuffered,FALSE,FALSE,19-19-19-43,,,,,,,,,
2,24,Corsair Dominator Titanium First Edition DDR5-7200 CL36 48GB (2x24GB),Corsair,CMP48GX5M2X7200C36FEW,Dominator,7200 CL36,7200,DDR5,288-pin DIMM,48,WHITE,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-46-46-116,,,,,,,,,
1,32,Kingston Fury Renegade RGB Black DDR4-3600 CL18 32GB (1x32GB),Kingston,KF436C18RBA,Fury,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,,,,32,KF436C18RBA/32,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith 6000MHz CL36 White,Silicon Power,SP032GXLWU60CFDG,XPOWER Zenith,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,,36,1.35,Non-ECC,Unbuffered,TRUE,,36-36-36-96,2025-11-11T20:44:16.913Z,38.5,,,,,,,
2,16,Klevv CRAS V RGB Black DDR5-6000 CL30 32GB (2x16GB),Klevv,KD5AGUA80-60A300G,CRAS,6000 CL30,6000,DDR5,288-pin DIMM,32,BLACK,,30,1.35,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-76,2025-12-06T02:42:28.335Z,44,,,,,,,
4,32,Corsair Vengeance LPX Black / Yellow DDR4-2666 CL16 128GB (4x32GB),Corsair,CMK128GX4M4A2666C16,Vengeance,2666 CL16,2666,DDR4,288-pin DIMM,128,BLACK,YELLOW,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-35,,,,,,,,,
2,16,Patriot Viper Steel Silver / Black DDR4-3200 CL16 32GB (2x16GB),Patriot,PVS432G320C6K,Viper,3200 CL16,3200,DDR4,288-pin DIMM,32,GREY,BLACK,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-36,,,,,,,,,
2,8,TEAMGROUP T-Force Dark Za Black / Silver DDR4-3200 CL16 16GB (2x8GB),TEAMGROUP,TDZAD416G3200HC16CDC01,T-Force,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,GREY,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,,,,,,,,,
1,4,Crucial CT4G4DFS824A Black / Green DDR4-2400 CL17 4GB (1x4GB),Crucial,CT4G4DFS824A,CT4G4DFS824A,2400 CL17,2400,DDR4,288-pin DIMM,4,BLACK,GREEN,17,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,32,Crucial Ballistix Black DDR4-3600 CL16 64GB (2x32GB),Crucial,BL2K32G36C16U4B,Ballistix,3600 CL16,3600,DDR4,288-pin DIMM,64,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-38,,,,,,,,,
2,8, GIGASTONE Game PRO 16GB Kit (2x8GB) DDR4 3600MHz White CL18,Gigastone,,Game PRO,3600 CL18,3600,DDR4,288-pin DIMM,16,WHITE,,18,1.35,Non-ECC,Unbuffered,TRUE,,18-22-22-42 ,2025-11-30T13:41:22.039Z,14.896,,,,,,,
2,16,TEAMGROUP T-Create Expert White DDR5-7600 CL36 32GB (2x16GB),TEAMGROUP,CTCWD532G7600HC36DDC01,T-Create,7600 CL36,7600,DDR5,288-pin DIMM,32,WHITE,,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-46-46-84,,,,,,,,,
1,16,ADATA XPG LANCER RGB White 16GB (1x16GB) DDR5 5600 CL36,ADATA,AX5U5600C3616G-CLARWH,XPG Lancer,,5600,DDR5,288-pin DIMM,16,WHITE,,36,1.25,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
4,4,PNY MD16384K4D3-2133-X10 Black / Red DDR3-2133 CL10 16GB (4x4GB),PNY,MD16384K4D3-2133-X10,MD16384K4D3-2133-X10,2133 CL10,2133,DDR3,240-pin DIMM,16,BLACK,RED,10,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
4,8,ADATA XPG GAMMIX D10 Black / White DDR4-3000 CL16 32GB (4x8GB),ADATA,AX4U300038G16-QBG,XPG,3000 CL16,3000,DDR4,288-pin DIMM,32,BLACK,WHITE,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Kingston FURY Beast RGB Black DDR5-5600 CL40 32GB (2x16GB),Kingston,KF556C40BBAK2-32,FURY,5600 CL40,5600,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,G.Skill Trident Z5 RGB Black DDR5-5600 CL36 32GB (2x16GB),G.SKILL,F5-5600U3636C16GA2-TZ5RK,Trident,5600 CL36,5600,DDR5,288-pin DIMM,32,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-76,,,,,,,,,
1,32,Kingston FURY Beast RGB DDR5-5600 CL36 32GB (1x32GB),Kingston,KF556C36BBEA-32,FURY,5600 CL36,5600,DDR5,288-pin DIMM,32,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,Mushkin Enhanced Redline Stiletto Black DDR4-3600 CL16 32GB (2x16GB),Mushkin,MRF4U360GKKP16GX2,Enhanced,3600 CL16,3600,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-19-19-39,,,,,,,,,
2,16,G.Skill Trident Z5 Royal Neo RGB Silver DDR5-8000 CL38 32GB (2x16GB),G.SKILL,F5-8000J3848H16GX2-TR5NS,Trident,8000 CL38,8000,DDR5,288-pin DIMM,32,GREY,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-48-48-128,,,,,,,,,
4,8,G.Skill Trident Z RGB DDR4-3000 CL16 32GB (4x8GB),G.SKILL,F4-3000C16Q-32GTZR,Trident,3000 CL16,3000,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-38,,,,,,,,,
1,32,Patriot Viper Steel RGB Black DDR4-3600 CL20 32GB (1x32GB),Patriot,PVSR432G360C0,Viper,3600 CL20,3600,DDR4,288-pin DIMM,32,BLACK,,20,,Non-ECC,Unbuffered,TRUE,TRUE,20-26-26-46,,,,,,,,,
8,16,V-Color TRA516G72S834O Black Registered DDR5-7200 CL34 128GB (8x16GB),v-color,TRA516G72S834O,TRA516G72S834O,7200 CL34,7200,DDR5,288-pin DIMM,128,BLACK,,34,,Non-ECC,Unbuffered,FALSE,FALSE,34-45-45-112,,,,,,,,,
2,16,Kingston Fury Renegade RGB Silver / Black DDR5-7200 CL38 32GB (2x16GB),Kingston,KF572C38RSAK2-32,Fury,7200 CL38,7200,DDR5,288-pin DIMM,32,GREY,BLACK,38,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,32,Patriot Viper Red / Black DDR4-3200 CL18 32GB (1x32GB),Patriot,PVE2432G320C8,Viper,3200 CL18,3200,DDR4,288-pin DIMM,32,RED,BLACK,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,0814914028759,,,,,,
2,16,TEAMGROUP T-Force Vulcan Black DDR5-7000 CL32 32GB (2x16GB),TEAMGROUP,FLBD532G7000HC32CDC01,T-Force,7000 CL32,7000,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-42-42-84,,,,,,,,,
1,4,Kingston KVR16E11/4 Green DDR3-1600 CL11 4GB (1x4GB),Kingston,KVR16E11,KVR16E11/4,1600 CL11,1600,DDR3,240-pin DIMM,4,GREEN,,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,4,KVR16E11/4,,,,,
2,32,G.Skill Ripjaws S5 White DDR5-5600 CL28 64GB (2x32GB),G.SKILL,F5-5600J2834F32GA2-RS5W,Ripjaws,5600 CL28,5600,DDR5,288-pin DIMM,64,WHITE,,28,,Non-ECC,Unbuffered,TRUE,FALSE,28-34-34-89,,,,,,,,,
2,16,TEAMGROUP Xtreem ARGB White DDR5-6000 CL30 32GB (2x16GB),TEAMGROUP,FFAD532G6000HC30DC01,Xtreem,6000 CL30,6000,DDR5,288-pin DIMM,32,WHITE,,30,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,4,Kingston HyperX Fury Black / Silver DDR3-1866 CL10 8GB (2x4GB),Kingston,HX318C10FBK2,HyperX,1866 CL10,1866,DDR3,240-pin DIMM,8,BLACK,GREY,10,,Non-ECC,Unbuffered,TRUE,FALSE,,,,8,,,,,,
2,24,G.Skill Trident Z5 RGB White / Black DDR5-8000 CL40 48GB (2x24GB),G.SKILL,F5-8000J4048F24GX2-TZ5RW,Trident,8000 CL40,8000,DDR5,288-pin DIMM,48,WHITE,BLACK,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-48-48-128,,,,,,,,,
2,8,TEAMGROUP T-Force Zeus Red DDR4-3200 CL20 16GB (2x8GB),TEAMGROUP,TTZD416G3200HC20DC01,T-Force,3200 CL20,3200,DDR4,288-pin DIMM,16,RED,,20,,Non-ECC,Unbuffered,TRUE,FALSE,20-22-22-46,,,,,,,,,
2,8,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW16GX4M2D3600C18,Corsair,CMW16GX4M2D3600C18,Vengeance RGB Pro,3600,3600,DDR4,288-pin DIMM,16,,,18,1.35,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,0,,,2018,,,,
2,32,OLOy Blade RGB Black DDR5-6400 CL32 64GB (2x32GB),OLOy,ND5U3264320IRKDE,Blade,6400 CL32,6400,DDR5,288-pin DIMM,64,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-38-38-76,,,,,,,,,
8,32,Kingston FURY Renegade Pro Black Registered DDR5-5600 CL28 256GB (8x32GB),Kingston,KF556R28RBE2K8-256,FURY,5600 CL28,5600,DDR5,288-pin DIMM,256,BLACK,,28,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,8,ADATA XPG Z1 Silver / Black DDR4-3000 CL16 16GB (2x8GB),ADATA,AX4U300038G16-DSZ1,XPG,3000 CL16,3000,DDR4,288-pin DIMM,16,GREY,BLACK,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,TEAMGROUP T-Force Delta RGB White DDR5-6400 CL30 32GB (2x16GB),TEAMGROUP,FF4D532G6400HC30ADC01,T-Force,6400 CL30,6400,DDR5,288-pin DIMM,32,WHITE,,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-38-38-84,,,,,,,,,
2,16,G.Skill Ripjaws M5 Neo RGB White DDR5-6000 CL36 32GB (2x16GB),G.SKILL,F5-6000J3636F16GX2-RM5NRW,Ripjaws,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,,36,1.25,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-96,2025-09-12T10:25:09.489Z,,,,,,,,
2,32,Corsair Vengeance RGB Pro Black DDR4-3200 CL16 64GB (2x32GB),Corsair,CMW64GX4M2E3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,64,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-20-20-38,,,,,,,,,
2,16,G.Skill Ripjaws V Black DDR4-4000 CL18 32GB (2x16GB),G.SKILL,F4-4000C18D-32GVK,Ripjaws,4000 CL18,4000,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
2,32,Kingston FURY Beast RGB DDR5-6400 CL32 64GB (2x32GB),Kingston,KF564C32BBEAK2-64,FURY,6400 CL32,6400,DDR5,288-pin DIMM,64,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,G.Skill Ripjaws M5 RGB DDR5-6000 CL36 32GB (2x16GB),G.SKILL,F5-6000J3644F16GX2-RM5RW,Ripjaws,6000 CL36,6000,DDR5,288-pin DIMM,32,WHITE,,36,1.35,Non-ECC,Unbuffered,TRUE,TRUE,36-44-44-96,2025-09-19T18:12:13.648Z,,,,,,,,
2,16,G.Skill RipJaws S5 Series (Intel XMP) 32GB (2 x 16GB) 288-Pin SDRAM DDR5 5600 CL30-36-36-89 1.25V Dual Channel Desktop Memory F5-5600J3036D16GA2-RS5K,G.SKILL,F5-5600J3636C16GA2-RS5K,Ripjaws S5,DDR5-5600 30-36-36-89 1.25V,5600,DDR5,288-pin DIMM,32,,,30,1.25,Non-ECC,Unbuffered,TRUE,FALSE,30-36-36-89,,33,,,2022,,,,
8,16,Corsair Vengeance LPX Black / Yellow DDR4-4000 CL19 128GB (8x16GB),Corsair,CMK128GX4M8X4000C19,Vengeance,4000 CL19,4000,DDR4,288-pin DIMM,128,BLACK,YELLOW,19,,Non-ECC,Unbuffered,TRUE,FALSE,19-23-23-45,,,,,,,,,
1,8,PNY XLR8 Gaming EPIC-X RGB Black DDR4-3200 CL16 8GB (1x8GB),PNY,MD8GD4320016XRGB,XLR8,3200 CL16,3200,DDR4,288-pin DIMM,8,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,32,Corsair Dominator Platinum RGB Black DDR5-5600 CL40 64GB (2x32GB),Corsair,CMT64GX5M2B5600Z40K,Dominator,5600 CL40,5600,DDR5,288-pin DIMM,64,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
2,16,Corsair Vengeance RGB Black DDR5-5200 CL40 32GB (2x16GB),Corsair,CMH32GX5M2B5200C40,Vengeance,5200 CL40,5200,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
2,16,Klevv CRAS X RGB Black DDR4-3200 CL16 32GB (2x16GB),Klevv,KD4AGU880-32A160X,CRAS,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-38,,,,,,,,,
2,8,Patriot Viper Steel Silver / Black DDR4-3600 CL17 16GB (2x8GB),Patriot,PVS416G360C7K,Viper,3600 CL17,3600,DDR4,288-pin DIMM,16,GREY,BLACK,17,,Non-ECC,Unbuffered,TRUE,FALSE,17-19-19-39,,,,,,,,,
1,8,Crucial CT8G4DFS8213 Black / Green DDR4-2133 CL15 8GB (1x8GB),Crucial,CT8G4DFS8213,CT8G4DFS8213,2133 CL15,2133,DDR4,288-pin DIMM,8,BLACK,GREEN,15,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,G.Skill Trident Z5 Royal White DDR5-6400 CL30 32GB (2x16GB),G.SKILL,F5-6400J3039G16GX2-TR5S,Trident,6400 CL30,6400,DDR5,288-pin DIMM,32,WHITE,,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-39-39-102,,,,,,,,,
4,4,PNY Anarchy X Black / Blue DDR3-2800 CL12 16GB (4x4GB),PNY,MD16GK4D3280012AXB-Z,Anarchy,2800 CL12,2800,DDR3,240-pin DIMM,16,BLACK,BLUE,12,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,8,Crucial Ballistix Sport LT White / Silver DDR4-3000 CL15 8GB (1x8GB),Crucial,BLS8G4D30AESCK,Ballistix,3000 CL15,3000,DDR4,288-pin DIMM,8,WHITE,GREY,15,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,16,PNY XLR8 Black DDR4-3600 CL18 16GB (1x16GB),PNY,MD16GSD4360018LP,XLR8,3600 CL18,3600,DDR4,288-pin DIMM,16,BLACK,,18,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
4,8,GIGASTONE Game PRO 32GB Kit (4x8GB) DDR4 3200MHz CL16 White ,Gigastone,,Game PRO,3200 CL16,3200,DDR4,288-pin DIMM,32,WHITE,,16,1.35,Non-ECC,Unbuffered,TRUE,,16-18-18-40,2025-11-30T13:39:51.147Z,14.986,,,,,,,
2,16,Corsair Dominator Platinum RGB White DDR5-5200 CL40 32GB (2x16GB),Corsair,CMT32GX5M2B5200C40W,Dominator,5200 CL40,5200,DDR5,288-pin DIMM,32,WHITE,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
